specimen,plant_name,country,fst_political,snd_political,locality,habitat,elevation,latitude_decimal,longitude_decimal,collector,collector_number,collection_date,specimen_data,MO,NY,F,US,UC,RSA,GH,L,K,E,GOET,BR,LIL,CORD,CTES,SP,RB,REU,ANDES,SPF,CONC,SI,MOLF,LPB,USZ
GS2207,Escallonia virgata (Ruiz & Pav.) Pers.,Argentina,Neuquén,Aluminé,"Villa Pehuenia, Lago Moquehue","En borde de laguna, terreno arcilloso, inundable",1200,-38.9055555555556,-71.3,G. Seijo,2207,9-Jan-2000,Arbusto 1.5 m alto con base sumergida.  FLores de color balnco rosado,,,,,,,,,1,,,,,,,,,,,,,,,,
MB397,Escallonia virgata (Ruiz & Pav.) Pers.,Argentina,Chubut,,"Ruta 15, 3 km al oeste de intersección de Ruta 15 y Ruta 40",En laderas de cerros y zonas humedas,800,-42.3936388888889,-71.1650833333333,"M. Bonifacino, P. Herhardt, V. Romano",397,11-Jan-2002,Flores blancas,,,,1,,,,,,,,,,,,,,,,,,,,,
MG4196,Escallonia virgata (Ruiz & Pav.) Pers.,Chile,Los Lagos,Valdivia,T45 from Los Lagos to Rinihue 10 km west of town,Secondary vegetation dominated by Nothofagus spp.,100,-39.85,-72.5,"M.F. Gardner, S.G. Knees",4196,16-Feb-1988,"Shrub to 1.5 m, flowers white",,,,,,,,,1,1,,,,,,,,,,,,,,,
MG4697,Escallonia virgata (Ruiz & Pav.) Pers.,Chile,Araucania,Cautín,10 km S of Licura,Dry sparsely vegetated hills with small colony of Araucaria,1150,-38.7333333333333,-71.05,"M.F. Gardner, S.G. Knee",4697,3-Feb-1990,"Shrub 1. 5m, flowers white",,,,,,,,,1,1,,,,,,,,,,,,,,,
OZ11557,Escallonia virgata (Ruiz & Pav.) Pers.,Chile,Malleco,Lonquimay,Near Tunel Las Raices,,1582,-38.5333333333333,-71.4666666666667,O. Zöllner,11557,5-Feb-1983,,1,,,,,,,,,,,,,,,,,,,,,,,,
OZ2304,Escallonia virgata (Ruiz & Pav.) Pers.,Chile,Biobio,Los Angeles,Laguna del Laja,"an einem Bach, der in die Laguna mündet",2000,-37.3052777777778,-71.3397222222222,O. Zöllner,2304,1-Feb-1968,,,,,,,,,1,,,,,,,,,,,,,,,,,
PB1101,Escallonia virgata (Ruiz & Pav.) Pers.,Chile,Biobio,Nuble,"Pinto, Cordillera de los Andes, Termas de Chillán. From the village of Los Lleques on road to Los Cerrillos. Down from FUndo Las Cuesta to Fundo Los Lleques","Remnant of Nothofagus dombeyi, N. nervosa y N. obliqua dominated forest with all large trees logged out and now used as pasture land.  Poorly drained soils with standing water",1001,-36.8632222222222,-71.5933055555555,"P. Brownless, M.F. Gardner, P. Hechenleitner V, P. Thomas - Darwin Chilean Initiative (2002-2005)",1101,30-Jan-2004,"Shrub to 1.5 m tall, flowers white",,,,,,,,,,1,,,,,,,,,,,,,,,
PB763,Escallonia virgata (Ruiz & Pav.) Pers.,Chile,Biobio,Ralco,"Cordillera de los Andes, Reserva Nacional Ralco, road to Laguna Verde",Riverside Bank,1252,-37.909,-71.3401111111111,"P. Brownless, M.F. Gardner, P. Hechenleitner V, A. Lovett, P. Thomas - Darwin Chilean Initiative (2002-2005)",763,17-Jan-2004,Evergreen shrub to 1 m tall. Flowers white,,,,,,,,,,1,,,,,,,,,,,,,,,
PH319,Escallonia virgata (Ruiz & Pav.) Pers.,Argentina,Río Negro,Bariloche,"Parque Nacional Nahuel Huapi, Puerto Blast","Creciendo a orilla de la laguna Hermosa con Nothofagus dombeyi, Saxegothaea conspicua, Myrceugenia chrysocarpa, Gaultheria poepiggii, Fitzroya cupressoides, Lomatia ferruginea, Chusquea sp.",900,-40.6833333333333,-71.7,"P. Hechenleitner V, MF. Gardner, C. Martínez, R. Ennos",319,15-Feb-2006,Arbusto 2 m,,,,,,,,,,1,,,,,,,,,,,,,,,
PH338,Escallonia virgata (Ruiz & Pav.) Pers.,Chile,Magallanes,Ultima Esperanza,"Torres del Paine, camino monumento Naturanl Cueva del Milodón hacia silla del diablo","Bosque de Nothofagus antartica asociado a suelo seco, creciendo junto con Berberis buxifolia, Chiliotrichum sp.",61,-51.5878055555556,-72.6022777777778,"P. Hechenleitner V, MF. Gardner, C. Martínez, R. Ennos",338,22-Feb-2006,"Arbusto de hasta 1.5-2 m, flores blancas",,,,,,,,,,1,,,,,,,,,,,,,,,
RF4946,Escallonia virgata (Ruiz & Pav.) Pers.,Argentina,Santa Cruz,Lago Argentino,"32 km al N de El Chaltén, en dirección a Laguna del Desierto.","Renoval de ñire, con Misodendrum, bordeando río de las Vueltas",500,-49.1,-72.9,"R.H. Fortnato, M. Elechosa",4946,5-Feb-1995,Arbusto de +/- 1.7-2 m de alt. Flor blanca,1,1,,1,,,,,1,,,,,,,,,,,,,,,,
YM7893,Escallonia virgata (Ruiz & Pav.) Pers.,Chile,Curicó,Curicó,"Cordillera Peteroa-Planchón, flanks Volcán Planchón",Steep cliff,3000,-35.2,-70.5833333333333,Y. Mexia,7893,15-Feb-1936,"Shrub, partly prostrate, pinkish white flower",1,,1,,1,,,1,1,,,,,,,,,,,,,,,,
EPIII64,Escallonia florida Poepp. ex DC.,Chile,Biobio,Los Angeles,Andes de Antuco,Lecho pedregoso del Rio Rucué,1200,-37.3,-71.95,E. Poeppig,III64,,,,,,,,,,0,,,,,,,,,,,,,,,,,
FZ431,Escallonia florida Poepp. ex DC.,Chile,Araucania,Victoria,"Curacautin, Termas Rio Blanco, subiendo por el lecho del río en el márgen izquierdo","Bosque nativo con Nothofagus, Araucaria, Calceolaria, diferentes Asteraceae, Chusquea.  Suelo rocoso, húmedo.",1055,-38.5769444444445,-71.6288888888889,"F. Zapata, S. Sede",431,24-Jan-2008,"Arbusto 2 m, muy ramificado, ramas largas (ca. 2m) decumbentes; flores blancas. Había varias polillas visitando las flores.",1,,,,,,,,,,,,,,,,,,,,1,,,,
FZ438,Escallonia florida Poepp. ex DC.,Chile,Araucania,Victoria,"Curacautin, Termas Rio Blanco, subiendo por el lecho del río en el márgen izquierdo","Bosque nativo con Nothofagus, Araucaria, Calceolaria, diferentes Asteraceae, Chusquea.  Suelo rocoso, húmedo.",1164,-38.5777777777778,-71.6227777777778,"F. Zapata, S. Sede",438,24-Jan-2008,"Arbusto 2 m, muy ramificado, ramas muy largas (ca. 2 m) decumbentes; flores roasadas.  Formando un parche de individuos con esta morfología, solamente a esta altura y en este lugar; más abajo solo hay la forma más típica de E. florida (de flores blancas) y más arriba E. alpina.  Las hojas son más anchasque la típica E. florida y las flores son rosadas.  Podría ser un híbrido entre estas especies? una variante ecológica? Había abejas visitando las flores",1,,,,,,,,,,,,,,,,,,,,1,,,,
GM2701,Escallonia florida Poepp. ex DC.,Chile,Araucania,Cautin,"Curacautin, Termas Rio Blanco",,1150,-38.5472222222222,-71.6772222222222,G. Montero,2701,15-Feb-1936,,,,,,,,1,,,,,,,,,,,,,,,,,,
MG4975,Escallonia florida Poepp. ex DC.,Chile,Araucania,Malleco,12 KM west of Angol on road to Piedra del Aguila,Rejuvenating Valdivian forest dominated by Nothofagus obliqua,800,-37.7833333333333,-72.8166666666667,"M.F. Gardner, C.N. Page",4975,10-Feb-1992,"Evergreen shrub to 2 m, flowers white, calyx tinged red",,,,,,,,,,1,,,,,,,,,,,,,,,
MG5549,Escallonia florida Poepp. ex DC.,Chile,Biobio,Nitrao,6 Km NE od village towards Trapatrapa,Seasonally flooded margins of large river,1040,-37.7166666666667,-71.2166666666667,"M.F. Gardner, S.G. Knees",5549,17-Feb-1993,"Evergreen shrub to 90 cm, flowers white",,,,,,,,,,1,,,,,,,,,,,,,,,
OZ2302,Escallonia florida Poepp. ex DC.,Chile,Biobio,Los Angeles,"Sierra de Polcura, Laguna del Laja",,2000,-37.2830555555556,-71.7166666666667,O. Zöllner,2302,1-Feb-1968,"Hohe Büsche über und über mit weissen Blüten bedeckt, an quelligen Standorten [High bushes covered with white blooms, at locations quelligen]",,,,,,,,1,,,,,,,,,,,,,,,,,
PB479,Escallonia florida Poepp. ex DC.,Chile,Biobio,Biobio,New logging road west of Parque Nacional Laguna de la Laja,Temperate rainforest with Nothofagus procera and Saxegothaeca conspicua,1150,-37.3975,-71.4941666666667,"P. Brownless, M.F. Gardner, H.S. Maxwell, R. Rozzi",479,27-Feb-1996,"Shrub to 2 m, sparsely brnached",,,,,,,,,,1,,,,,,,,,,,,,,,
PB835,Escallonia florida Poepp. ex DC.,Chile,Araucania,Malleco,"Angol, road to Maitenrehue, property of Pitrufquen (Forestal MININCO). First Pitavia sample site","Small wet quebrada with recently burnt native forest remnant.  Associated species include Luma apicaulata, E. virgata",624,-37.6095,-72.7745,"P. Brownless, M.F. Gardner, P. Hechenleitner, A. Lovett, M. Hollingsworth, C. Martinez, P. Thomas-Darwin Chilean Initiative (2002-2005)",835,22-Jan-2004,Erect evergreen shrub to 75 cm tall. Flowers white,,,,,,,,,,1,,,,,,,,,,,,,,,
PB838,Escallonia florida Poepp. ex DC.,Chile,Araucania,Malleco,"Angol, road to Maitenrehue, property of Pitrufquen (Forestal MININCO). First Pitavia sample site","Small wet quebrada with recently burnt native forest remnant.  Associated species include Luma apicaulata, E. virgata",624,-37.6094444444444,-72.7744444444444,"P. Brownless, M.F. Gardner, P. Hechenleitner, A. Lovett, M. Hollingsworth, C. Martinez, P. Thomas-Darwin Chilean Initiative (2002-2005)",838,22-Jan-2004,Erect evergreen shrub to 75 cm tall. Flowers white,,,,,,,,,,1,,,,,,,,,,,,,,,
Bs.n.,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Valparaiso,Petorca,Zapallar,,140,-32.5333333333333,-71.45,Behn,s.n.,22-Feb-1917,"N.V. Lun, Site camisas",1,,1,,,,,,,,,,,,,,,,,,,,,,
CJ1847,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Araucania,Temuco,Budi,,100,-38.8666666666667,-73.2997222222222,C. Joseph,1847,1-Jan-1923,,,1,,1,,,,,,,,,,,,,,,,,,,,,
CT11000,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Maule,Linares,"East and a little south of Linares along the rio Ancoa, along the road to Melado and Medina 38.2 km upstream from the intersection with the road to Peñasco",Matorral and open woodlands dominated by Nothofagus and Lithraeae,900,-35.8477777777778,-71.25,"C.M. Taylor, R.E. Gereau",11000,21-Jan-1993,"Local, infrequent along river; shrubs to 3 m tall, flowers bright white",1,,,,,,,,,,,,,,,,,,,,,,,,
EK5372,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Coquimbo,Los Vilos,"Zona Litoral, a 8 km al N de Los Vilos, al poniente de la Panamericana",Bosque pantanoso (algo seco),20,-31.8758333333333,-71.4833333333333,E. Kausel,5372,21-Feb-1968,"Arboles de 3 a 10 m, flores blancas, poco abundante en este sector",,,,,,,,1,,,,,,,,,,,,,,,,,
EW361,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Loa Lagos,Valdivia,Panguipulli,,190,-39.6833333333333,-72.35,E. Werdermann,361,,,1,1,1,1,1,,1,,,1,,,,,,,,,,,,,,,
FZ125,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Valparaiso,Caleu,Cerro El Roble,Creciendo en una depresión húmeda por donde baja una quebrada,1642,-32.9958333333333,-71.0294444444444,F. Zapata,125,6-Nov-2005,"Arbusto 2 m, hojas marcadamente pubscentes, principalmente por el envés, no flores, frutos secos. Sin olor",1,,,,,,,,,,,,,,,,,,,,1,,,,
FZ359,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Biobio,Concepción,Nacimiento camino a Maitenrehue,"Borde de camino, terreno completamente anegado",399,-37.6366666666667,-72.7855555555555,"F. Zapata, S. Sede",359,19-Jan-2008,"Arbusto 3 m, madera jóven rojiza, flores rosado muy pálido con líneas oscuras en la parte apical de los pétalos y base del cáliz rosado",1,,,,,,,,,,,,,,,,,,,,1,,,,
FZ491,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Maule,San Clemente,"Ruta de El Colorado a Armerillo, frente a lago Colbún",En borde de bosque mezclado con flora nativa e introducida,438,-35.6519444444444,-71.2513888888889,"F. Zapata, S. Sede",491,29-Jan-2008,"Arbol 3 m, flores blancas",1,,,,,,,,,,,,,,,,,,,,1,,,,
LL4440,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Biobio,Concepción,Puente Cangrejillo ca. 30 km E of Concepcion along road to Los Angeles,Swamppy locality dominated by Juncus and sedges in wetter areas and by Myrtaceae around the edges,200,-36.9166666666667,-72.6666666666667,L. Landrum,4440,5-Apr-1982,Shrubby tree ca 6 km high,1,1,,,,,,1,,,,,,,,,,,,,,,,,
MG300,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Maule,Linares,"Melado, Reserva Nacional Los Bellotos del Melado, Forest north of Guardaparque's house",Scleropyllous open forest close to watercourse,758,-35.8651666666667,-71.1201388888889,"M.F. Gardner, P. Hechenleitner, C. Martinez, P.I. Thomas-Darwin Chilean Initiative",300,28-Jan-2003,"Shrub to 2 m, flowers pink",,,,,,,,,,1,,,,,,,,,,,,,,,
MG4676,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Biobio,Concepción,2 km W of Florida along CH148,Small pocket of native forest,250,-36.8333333333333,-72.6833333333333,"M.F. Gardner, S.G. Knees, M.L. De Vore",4676,31-Jan-1990,"Shrub to 5 m, flowers creamy white, flushed pink towards base of corolla",,,,,,,,,1,1,,,,,,,,,,,,,,,
MG5084,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Valparaiso,Petorca,"Zapallar, 3 km south of town.",Ravine with water course rich in woody species engulfed by heavy cloud on a daily basis,116,-32.5666666666667,-71.45,"M.F. Gardner, C.N. Page",5084,7-Mar-1992,"Shrub to 5 m, flowers pure white, stigma green, shottos woolly hairy.  Whole plant covered with hairs.",,,,,,,,,,1,,,,,,,,,,,,,,,
MG5444,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Santiago,Santiago,A 8 km west of Tiltil,"Rocky roadside verge dominated by Quillaja saponaria, Lithrea caustica, Azara petiolaris, Maytenus boaria",800,-33.0666666666667,-70.95,"M.F. Gardner, S.G. Knees",5444,6-Feb-1993,"Shrub to 5 m, flowers white with deep pink veins",,,,,,,,,,1,,,,,,,,,,,,,,,
MG5475,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Maule,Curico,"10 km North of Los Quenes, upper valley of rio Teno","North facing drier slopes of Mediterranean type vegetation dominated by Quillaja saponaria, Cryptocarya alba, Lithrea caustica, Acacia caven",750,-34.9833333333333,-70.7666666666667,"M.F. Gardner, S.G. Knees",5475,10-Feb-1993,"Shrub to 3 m, flower pinkish white, sweetly scented.",,,,,,,,,,,,,,,,,,,,,,,,,
MG6977,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Los Lagos,Valdivia,Southern road to Valdivia,Margin of flooded forest,1,-39.8770277777778,-73.1611666666667,"M.F. Gardner, S.G. Knees",6977,8-Jan-2004,"Shrub to 4 m tall. Leaves vivid green. Flowers creamy white, scented",,,,,,,,,,1,,,,,,,,,,,,,,,
OZ8726,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Coquimbo,Los Vilos,"In the north of Los Vilos, in Palos Colorados",Bushes growing in moisty place,880,-31.9777777777778,-71.45,O. Zöllner,8726,11-May-1976,,1,,,,,,,,,,,,,,,,,,,,,,,,
PB1175,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Maule,Talca,"San Clemente, Cordillera de Los Andes, valle de Maule, road from El Colorado to Armerillo, past dam",Roadside bank,424,-35.6663611111111,-71.2513333333333,"P. Brownless, M.F. Gardner, P. Hechenleitner, P. Thomas-Darwin Chilean Initiative (2002-2005)",1175,2-Feb-2004,"Shrub to 2.5 m tall, flowers white",,,,,,,,,,1,,,,,,,,,,,,,,,
PB455,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Biobio,Biobio,East of bridge near Pangue on road to laguna de La Laja.,Amongst boulders on margin river,1000,-37.3941666666667,-71.4430555555556,"P. Brownless, M.F. Gardner, H.S. Maxwell, R. Rozzi",455,27-Feb-1996,"Shrub to 2.5 m, with pink-flushed stems, flowers scented, tube flushed pin outside, petals white, stamens flushed pink",,,,,,,,,,1,,,,,,,,,,,,,,,
PB487,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Araucania,Malleco,"Angol, Cordillera Nahuelbuta, approach from Angol to Parque Nacional Nahuelbuta.","Margin of small river with Podocarpus salignus, Austrocedrus chilensis and Desfontainia spinosa",670,-37.8108333333333,-72.8969444444445,"P. Baxter, P. Brownless, M. Bustos, M. Gardner, K. Matthews, H.S. Maxwell, D. Rae",487,10-Mar-1998,"Evergreen shrub to 2 m, flowers white, corolla tube flushed pink outside",,,,,,,,,,1,,,,,,,,,,,,,,,
QH526,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Araucania,Temuco,Conguillio National Park,By river,500,-38.6666666666667,-72,Q. Hai-Ning,526,27-Jan-1996,"Herb, ahite petal, light pink read in base",1,,,,,,,,,,,,,,,,,,,,,,,,
YM7858,Escallonia myrtoidea Bert. ex DC.,Chile,Curico,Curico,"Road Curico to Argentina, beyond Los Quenes","Along Arroyo Puerta, in Andean foothills",1240,-35.0488888888889,-70.5691666666667,Y. Mexia,7858,13-Feb-1936,"Scandent shrub, climbing small tree or erect; white flower.",1,1,,,1,,,,1,,,,,,,,,,,,,,,,
FZ126,Escallonia myrtoidea Bert. ex DC.,Chile,Valparaiso,Caleu,Cerro El Roble,Creciendo en una depresión húmeda por donde baja una quebrada,1650,-32.9930555555556,-71.0294444444444,F. Zapata,126,5-Nov-2005,"Arbol 2 m, hojas glabras, no flores, frutos secos. Sin olor",1,,,,,,,,,,,,,,,,,,,,1,,,,
FZ497,Escallonia myrtoidea Bert. ex DC.,Chile,Maule,Linares,"Camino a Embalse Ancoa a lo larto del río Ancoa, pasando Vega Ancoa",Matorral degradado a orillas del río,342,-35.9205555555556,-71.3677777777778,"F. Zapata, S. Sede",497,29-Jan-2008,"Arbolito 3 m, hojas no pubescentes, flores balncas",1,,,,,,,,,,,,,,,,,,,,1,,,,
FZ542,Escallonia myrtoidea Bert. ex DC.,Chile,Santiago,Santiago,Reserva Nacional Río Clarillo,"Típico chaparral mediterráneo de Chile Central a orillas del río Clarillo.  Creciendo con litre, Baccharis, y mucho Rubis que está invadiendo.  En simpatría con E. illinita, E. pulverulenta (no fl. fr.) y E. rubra (no fl. fr.) que fueron colectadas en 2005",920,-33.7297222222222,-70.4708333333333,"F. Zapata, F. Salinas",542,7-Feb-2008,"Arbusto 2 m, muy ramificado, madera jóven rojiza, flores blancas",1,,,,,,,,,,,,,,,,,,,,1,,,,
MG381,Escallonia myrtoidea Bert. ex DC.,Chile,Biobio,Nuble,"San Carlos, Fundo Bullileo, along Estero Bullileo","East-facing flatter and moister areas above estero dominated by Nothofagus glauca, N. dombeyi, Laurelia sempervirens, Persea lingue and Luma apiculata. Open rocky slopes",811,-36.5786944444444,-71.4550833333333,"M.F. Gardner, P. Hechenleitner, C. Martinez, P.I. Thomas-Darwin Chilean Initiative",381,31-Jan-2003,"Glabrous shrub to 1.8 m, flowers pale pink",,,,,,,,,,1,,,,,,,,,,,,,,,
MG384,Escallonia myrtoidea Bert. ex DC.,Chile,Biobio,Nuble,"San Carlos, Fundo Bullileo, along Estero Bullileo","Margin fast-flowing river amongst boulders dominated by Nothofagus glauca, N. dombeyi, Laurelia sempervirens, P. lingue, Luma apiculata",811,-36.5786666666667,-71.4550833333333,"M.F. Gardner, P. Hechenleitner, C. Martinez, P.I. Thomas-Darwin Chilean Initiative",384,31-Jan-2003,"Glabrous shrub to 1.8 m, flowers pale pink",,,,,,,,,,1,,,,,,,,,,,,,,,
MG5137,Escallonia myrtoidea Bert. ex DC.,Chile,Santiago,Santiago,"Valle del Mapocho, La Ermita","Rocky verge with Lithrea caustica, Colletia sp.",1270,-33.3333333333333,-70.3666666666667,"M.F. Gardner, A. Hoffmann, C.N. Page",5137,13-Mar-1992,"Overhanging shrub to 4 m, with pure white flowers, anthers yellow, stigmas green",,,,,,,,,,1,,,,,,,,,,,,,,,
MG532,Escallonia myrtoidea Bert. ex DC.,Chile,Biobio,Nuble,"San Carlos, Fundo Bullileo, along Estero Bullileo","Margin fast-flowing river amongst boulders dominated by Nothofagus glauca, N. dombeyi, Laurelia sempervirens, P. lingue, Luma apiculata",811,-36.5786944444444,-71.4550555555556,"M.F. Gardner, P. Hechenleitner, C. Martinez, P.I. Thomas-Darwin Chilean Initiative",532,31-Jan-2003,,,,,,,,,,,1,,,,,,,,,,,,,,,
MG5492,Escallonia myrtoidea Bert. ex DC.,Chile,Maule,Curico,"10 km North of Los Quenes, upper valley of rio Teno","Mediterranean type vegetation dominated by Quillaja saponaria, Cryptocarya alba, Lithrea caustica, Acacia caven. West facing bank of stream",750,-34.9836111111111,-70.7666666666667,"M.F. Gardner, S.G. Knees",5492,11-Feb-1993,"Shrub to 4 m, with arching branches.  Flowers pure white at first, eventually pinkish",,,,,,,,,,1,,,,,,,,,,,,,,,
MG568,Escallonia myrtoidea Bert. ex DC.,Chile,Biobio,Arauco,"Cañete, road from Antiguala to San Alfonso (km 18), near the Rio Caramavida",Primary forest on steep slopes leading down to river with a groove of enormous trees of Gomortega keula,485,-37.6792777777778,-73.2272777777778,"M.F. Gardner, P. Hechenleitner, C. Martinez, P.I. Thomas-Darwin Chilean Initiative",568,7-Feb-2003,"Small shrub with arching branches, flowers over-probably white",,,,,,,,,,1,,,,,,,,,,,,,,,
OB6473,Escallonia myrtoidea Bert. ex DC.,Chile,Valparaiso,,Quebrada Caleu,En quebrada húmeda al comienzo del valle,1200,-33.0022222222222,-71.0061111111111,O. Boelcke,6473,1-Mar-1952,Arbol 4-5 m,1,,1,,,,,,1,,,,,,,,,,,,,,,,
OZ5577,Escallonia myrtoidea Bert. ex DC.,Chile,Coquimbo,Los Molles,,,1000,-29.9666666666667,-70.9333333333333,O. Zöllner,5577,15-Jan-1972,Am Bach wachsend,,,,,,,,1,,,,,,,,,,,,,,,,,
OZ9278,Escallonia myrtoidea Bert. ex DC.,Chile,Colchagua,San Fernando,Baths El Flaco,,2000,-34.95,-70.4333333333333,O. Zöllner,9278,10-Apr-1977,,1,,,,,,,,,,,,,,,,,,,,,,,,
PB500,Escallonia myrtoidea Bert. ex DC.,Chile,Biobio,Arauco,"Arauco, cordillera Nahuelbuta, Rio Carmavida",,120,-37.6808333333333,-73.295,"P. Baxter, P. Brownless, M. Bustos, M. Gardner, K. Matthews, H.S. Maxwell, D. Rae",500,11-Mar-1998,,,,,,,,,,,1,,,,,,,,,,,,,,,
PB644,Escallonia myrtoidea Bert. ex DC.,Chile,Santiago,Santiago,Road to Farallones.,Rocky roadside slopes,1700,-33.3233333333333,-70.3175,"P. Brownless, M.F. Gardner, H.S. Maxwell, R. Rozzi",644,10-Mar-1996,"Evergreen shrub to 3 m with arching branches; flowers whte, petal pink at base",,,,,,,,,,1,,,,,,,,,,,,,,,
PB71,Escallonia myrtoidea Bert. ex DC.,Chile,Maule,Talca,"Cordillera de Los Andes, Valle de Maule",Steep unstable screes above mountain stream,1470,-35.9125,-70.6427777777778,"P. Baxter, P. Brownless, M. Bustos, M. Gardner, K. Matthews, H.S. Maxwell, D. Rae",71,5-Feb-1998,"Multi-stemmed shrub to 2-3 m, flowers white, tinged pink, scented",,,,,,,,,,1,,,,,,,,,,,,,,,
